symbol,tier,entry_date,result,win,r_mult,hold_days,opportunity,bias,bias_score,rr,chase_pct,in_zone,risk_pct,dow,month
MU,strong,2025-01-10,win,1,1.046,5,可关注,看多,45.0,1.0920379839298773,-1.021054719222414,True,7.003031556384376,4,1
MU,strong,2025-02-27,loss,0,-1.061,1,观望,看多,25.0,1.3432343234323436,-0.9515077764267077,True,4.663238777211659,3,2
MU,strong,2025-03-17,loss,0,-1.058,4,较佳入场,看多,35.0,1.6188068756319556,2.5672995991794068,False,4.911986593350546,0,3
MU,strong,2025-06-02,win,1,1.779,1,较佳入场,看多,19.0,1.8700906344410857,0.7699976630389349,False,3.5085993900898353,0,6
MU,strong,2025-07-02,loss,0,-1.095,9,较佳入场,看多,29.0,1.9024390243902478,1.0752483665293688,False,3.0700426065783883,2,7
MU,strong,2025-08-21,win,1,1.417,9,较佳入场,看多,23.0,1.5029103608847487,-0.8286686266882892,True,3.67683232738594,3,8
MU,strong,2025-10-13,win,1,2.555,5,较佳入场,看多,39.0,2.6536934074662337,2.9522932288784887,False,3.302666830189349,0,10
MU,strong,2025-11-05,win,1,2.138,1,较佳入场,看多,27.0,2.220472440944876,2.5551697579114574,False,3.943233891107017,2,11
MU,strong,2025-11-12,loss,0,-1.037,4,较佳入场,强烈看多,59.0,1.073384446878423,-1.0010380215985992,True,7.463398029272891,2,11
MU,strong,2025-12-02,loss,0,-1.053,2,较佳入场,看多,25.0,1.1714507370054315,0.32366730520136944,False,5.404234115441896,1,12
MU,strong,2025-12-09,win,1,1.124,1,较佳入场,强烈看多,47.0,1.1882449650637092,2.808498348545463,False,4.980530661974269,1,12
MU,strong,2025-12-15,loss,0,-1.057,1,较佳入场,看多,35.0,1.4625905068382976,-0.48153099923317066,True,5.035068798711798,0,12
MU,strong,2025-12-19,win,1,1.863,1,较佳入场,强烈看多,51.0,1.9231324431613097,2.2260657255911642,False,5.508859562994877,4,12
MU,strong,2026-02-12,loss,0,-1.051,1,较佳入场,看多,33.0,1.3149135907830223,1.177957283648512,False,5.55321498219674,3,2
MU,strong,2026-02-19,loss,0,-1.05,8,较佳入场,强烈看多,73.0,1.315945089757126,0.6744734568681299,False,5.696974329646513,3,2
MU,strong,2026-03-12,win,1,0.947,2,较佳入场,看多,33.0,1.0043985045084707,-0.5774023233314662,True,5.5483049404910725,3,3
MU,strong,2026-03-23,loss,0,-1.052,1,较佳入场,中性,15.0,1.2720825274016783,-1.5381331435566414,True,5.4624790481880705,0,3
MU,strong,2026-04-10,win,1,1.463,2,较佳入场,看多,31.0,1.5194592380172034,2.7438968355365745,False,5.808787546316509,4,4
MU,strong,2026-06-05,win,1,1.069,6,可关注,强烈看多,59.0,1.1033611599297009,-1.2046882614937915,True,9.64146554119043,4,6
MU,strong,2026-06-24,win,1,1.136,1,较佳入场,看多,39.0,1.1815260011570339,0.5227098062579927,False,7.188646193680781,2,6
MU,strong,2026-08-19,timeout,0,-0.04,10,观望,看多,25.0,1.2580882804346474,-1.5302801225036133,True,8.489513972187833,2,8
SNDK,strong,2025-05-23,win,1,1.369,7,观望,看多,21.0,1.419913419913419,-1.3555783300628454,True,6.372413793103454,4,5
SNDK,strong,2025-06-06,win,1,1.601,1,可关注,中性,15.0,1.7053941908713615,-1.1622058315190364,True,3.032972599757997,4,6
SNDK,strong,2025-06-11,loss,0,-1.059,1,较佳入场,强烈看多,47.0,1.5707317073170783,2.5900349101822595,False,4.837187230611758,2,6
SNDK,strong,2025-07-01,loss,0,-1.065,8,较佳入场,看多,39.0,2.0544554455445505,2.2547879912538704,False,4.420131217236495,1,7
SNDK,strong,2025-08-11,loss,0,-1.076,4,较佳入场,强烈看多,59.0,1.7999999999999967,2.5202315666772,False,3.774617004818291,0,8
SNDK,strong,2025-08-19,loss,0,-1.066,1,较佳入场,强烈看多,63.0,2.074626865671645,2.384166571668178,False,4.347826130008147,1,8
SNDK,strong,2025-08-22,win,1,1.373,3,较佳入场,强烈看多,49.0,1.4478371501272234,1.4719000892060574,False,4.261548414637987,4,8
SNDK,strong,2025-10-13,loss,0,-1.046,1,较佳入场,看多,19.0,1.6262626262626225,2.3192750412299734,False,6.104516467295292,0,10
SNDK,strong,2025-11-05,win,1,0.982,1,较佳入场,强烈看多,59.0,1.0107642626480073,-1.5682666442966786,True,11.504358746910915,2,11
SNDK,strong,2025-12-31,win,1,1.322,1,较佳入场,强烈看多,47.0,1.3666203059805289,1.9522965880244048,False,7.445685023670194,2,12
SNDK,strong,2026-02-11,win,1,1.095,1,较佳入场,看多,19.0,1.1357349630106153,-0.5270767022758971,True,8.061365600691442,2,2
SNDK,strong,2026-02-18,win,1,1.12,2,较佳入场,看多,41.0,1.1590077267181793,0.39950136941873104,False,8.44306354178061,2,2
SNDK,strong,2026-02-25,loss,0,-1.038,4,较佳入场,看多,41.0,1.8004203888596972,1.9918568055666608,False,7.38398275669176,2,2
SNDK,strong,2026-03-12,win,1,1.419,2,较佳入场,看多,33.0,1.4658953168044073,2.5182601591949627,False,7.013137557959814,3,3
SNDK,strong,2026-03-26,loss,0,-1.038,1,较佳入场,中性,3.0,1.2009946125155446,-0.20904702750522697,True,7.379204892966341,3,3
SNDK,strong,2026-04-02,win,1,1.098,1,较佳入场,看多,25.0,1.138401744241155,1.2452288725318228,False,8.214580166944838,3,4
SNDK,strong,2026-04-08,win,1,1.018,1,较佳入场,强烈看多,89.0,1.067591326430942,0.6642007326009836,False,6.529336734693884,2,4
SNDK,strong,2026-06-08,win,1,1.004,1,较佳入场,中性,11.0,1.0524452724732152,-3.3471384295079343,True,6.569767441860473,0,6
SNDK,strong,2026-06-11,win,1,1.543,1,较佳入场,看多,29.0,1.5891813471502585,0.24646200066800183,False,7.213292149281628,3,6
SNDK,strong,2026-06-25,loss,0,-1.042,1,较佳入场,看多,19.0,1.2732935986800025,-0.2698442969775616,True,6.633814629142772,3,6
SNDK,strong,2026-06-30,loss,0,-1.034,2,较佳入场,看多,19.0,1.3461930411995942,2.0079248856049503,False,8.139667236555326,1,6
SNDK,strong,2026-08-13,win,1,1.541,1,可关注,中性,-1.0,1.588691020605807,-2.3825401886210074,True,6.936327970577665,3,8
SNDK,strong,2026-08-28,win,1,1.488,5,观望,看多,21.0,1.5314900153609823,-1.8831179641299656,True,7.6429558011049785,4,8
AAPL,strong,2024-12-31,loss,0,-1.201,1,较佳入场,看多,39.0,1.7913279132791375,0.3458439520285239,False,1.472341233730747,1,12
AAPL,strong,2025-01-31,loss,0,-1.141,1,可关注,中性,15.0,1.0901077375122386,-0.4817232282118944,True,2.0802001291557923,4,1
AAPL,strong,2025-02-07,loss,0,-1.166,1,可关注,看多,25.0,1.9513381995133916,-0.5285394905143792,True,1.7798049258658906,4,2
AAPL,strong,2025-02-12,win,1,0.893,1,可关注,中性,15.0,1.0339660339660315,-0.5257928446313453,True,2.178107435379828,2,2
AAPL,strong,2025-04-01,win,1,1.429,1,可关注,中性,11.0,1.6367851622874932,-0.5486375657581699,True,1.4807779241498664,1,4
AAPL,strong,2025-04-24,win,1,1.252,5,可关注,中性,3.0,1.3486792452830192,-0.969485525055247,True,3.2533303066916828,3,4
AAPL,strong,2025-05-21,loss,0,-1.182,1,观望,看多,21.0,2.331316187594544,-0.6203060532260718,True,1.61864468234915,2,5
AAPL,strong,2025-07-01,win,1,1.418,1,较佳入场,强烈看多,55.0,1.5782828282828365,1.120823347814115,False,1.9253587356384425,1,7
AAPL,strong,2025-07-15,timeout,0,0.536,10,较佳入场,看多,39.0,1.83837056504599,0.8239011016110798,False,1.8274493566028172,1,7
AAPL,strong,2025-08-07,win,1,1.096,1,较佳入场,看多,21.0,1.2535211267605517,0.29030017448075096,False,1.9556784758714845,3,8
AAPL,strong,2025-08-22,win,1,2.401,7,较佳入场,看多,33.0,2.591339648173189,1.330566130235189,False,1.6397617897533165,4,8
AAPL,strong,2025-09-10,loss,0,-1.17,1,较佳入场,看多,43.0,1.6948941469489298,0.06750881178883006,False,1.7355747251853297,2,9
AAPL,strong,2025-09-15,win,1,1.382,4,较佳入场,看多,39.0,1.552941176470604,-0.00491301341343231,True,1.7998731134272083,0,9
AAPL,strong,2025-10-10,loss,0,-1.192,1,较佳入场,看多,37.0,2.0384615384615477,0.5142870597343974,False,1.5354226846349732,4,10
AAPL,strong,2025-10-23,win,1,1.832,3,较佳入场,强烈看多,51.0,1.998965873836609,0.4794981131045928,False,1.866915785722429,3,10
AAPL,strong,2025-11-10,loss,0,-1.219,6,较佳入场,看多,27.0,2.7324137931034564,1.33810706336428,False,1.351452701361747,0,11
AAPL,strong,2025-11-26,win,1,1.697,3,较佳入场,强烈看多,49.0,1.8737060041407954,1.2158811463677255,False,1.7486810443369953,2,11
AAPL,strong,2025-12-05,loss,0,-1.201,1,较佳入场,看多,43.0,2.759708737864076,1.3130358352597682,False,1.4725935683985565,4,12
AAPL,strong,2025-12-10,loss,0,-1.179,3,较佳入场,看多,21.0,1.1247264770240688,-0.3577313145738059,True,1.6498430120997374,2,12
AAPL,strong,2026-01-30,win,1,1.711,1,可关注,看多,19.0,2.011583011583045,-0.39871314355472975,True,1.017772421510674,4,1
AAPL,strong,2026-02-25,loss,0,-1.134,2,较佳入场,强烈看多,45.0,1.4731543624160939,0.7997190797483844,False,2.196863534891803,2,2
AAPL,strong,2026-04-28,loss,0,-1.151,1,较佳入场,看多,39.0,1.8752362948960153,0.8773347923688224,False,1.945891318133629,1,4
AAPL,strong,2026-05-01,win,1,1.888,4,较佳入场,强烈看多,51.0,2.0623742454728493,1.2169344133603932,False,1.7854368856077927,4,5
AAPL,strong,2026-06-08,loss,0,-1.167,1,较佳入场,看多,29.0,1.5481209899174835,0.021225626175658263,False,1.768382656065343,0,6
AAPL,strong,2026-07-31,timeout,0,0.222,10,较佳入场,强烈看多,51.0,2.817014446227923,1.5369307155545187,False,2.0456588692890154,4,7
AAPL,strong,2026-08-27,win,1,1.305,1,较佳入场,强烈看多,47.0,1.4535603715170304,-0.0987977412572505,True,2.0801804069967003,3,8
AAPL,strong,2026-09-01,win,1,1.563,1,较佳入场,强烈看多,45.0,1.713737528779722,0.8755192943379786,False,2.0553346501969316,1,9
MSFT,weak,2024-12-19,loss,0,-1.18,1,较佳入场,看多,31.0,1.7377279102384284,-0.3947986571431472,True,1.6367384256433946,3,12
MSFT,weak,2025-01-28,loss,0,-1.153,2,较佳入场,中性,9.0,1.7659574468085222,0.40482636387990656,False,1.9186011103576646,1,1
MSFT,weak,2025-04-16,loss,0,-1.103,1,可关注,强烈看多,51.0,1.1989676208352948,-0.686544309873105,True,2.831869947656771,2,4
MSFT,weak,2025-07-23,win,1,1.563,2,较佳入场,看多,29.0,1.8314410480349197,0.31563283208020376,False,1.1409161454215324,2,7
MSFT,weak,2025-07-31,loss,0,-1.354,1,较佳入场,看多,25.0,2.56972972972974,0.8585637819793268,False,0.8412223743935916,3,7
MSFT,weak,2025-08-06,loss,0,-1.105,8,较佳入场,看多,43.0,1.026125816431771,-0.369055800422291,True,2.7667693526617603,2,8
MSFT,weak,2025-09-17,timeout,0,1.26,10,较佳入场,看多,37.0,1.5814116002795304,0.0011796487376924958,False,1.4127666907055143,2,9
MSFT,weak,2025-10-03,win,1,1.427,1,较佳入场,看多,33.0,1.6527977044476236,0.5131083539959613,False,1.3589919516594873,4,10
MSFT,weak,2025-10-10,loss,0,-1.22,1,较佳入场,看多,43.0,1.8701298701298807,0.5993520805019026,False,1.3445881042822219,4,10
MSFT,weak,2025-10-23,win,1,0.874,2,较佳入场,中性,17.0,1.1030478955007568,-0.020891894304309044,True,1.329611684927927,3,10
MSFT,weak,2025-10-31,loss,0,-1.183,1,较佳入场,看多,27.0,1.473995271867619,-0.1322425268356353,True,1.6127676840622303,4,10
MSFT,weak,2025-12-09,loss,0,-1.262,1,可关注,中性,15.0,1.3581818181818128,-0.40121261676727693,True,1.1316485012076545,1,12
MSFT,weak,2025-12-19,loss,0,-1.203,8,可关注,中性,15.0,1.1929078014184333,-0.38960987540712644,True,1.4557465934605542,4,12
MSFT,weak,2026-05-01,loss,0,-1.118,8,较佳入场,看多,31.0,2.1921375921376027,-0.3474039324162681,True,2.4748629471954717,4,5
MSFT,weak,2026-05-19,loss,0,-1.128,1,较佳入场,中性,17.0,1.0468670402445155,0.09029930151855936,False,2.292341266207266,1,5
MSFT,weak,2026-05-22,win,1,1.143,4,较佳入场,看多,43.0,1.2718253968254039,-0.6124024063977496,True,2.407154306388101,4,5
MSFT,weak,2026-06-03,loss,0,-1.066,2,较佳入场,强烈看多,51.0,1.45820105820106,-0.5686740573857207,True,4.3187543319710535,2,6
MSFT,weak,2026-07-06,loss,0,-1.112,3,较佳入场,看多,21.0,1.1693227091633396,-0.6636109431349735,True,2.598930460842112,0,7
MSFT,weak,2026-07-13,win,1,0.906,2,可关注,看多,25.0,1.018948365703468,-0.6188681106099825,True,2.7272391037186283,0,7
MSFT,weak,2026-07-29,win,1,0.968,1,可关注,中性,5.0,1.0853954391072176,-0.5972856472880927,True,2.6244025759061653,2,7
MSFT,weak,2026-08-18,win,1,1.013,7,较佳入场,看多,39.0,1.0847417281599607,-0.5811407505508015,True,4.370258272784023,1,8
MSFT,weak,2026-09-01,loss,0,-1.168,6,较佳入场,强烈看多,51.0,2.6181192660550527,1.5331362297944295,False,1.7526933977642343,1,9
NVDA,weak,2024-12-31,loss,0,-1.151,1,可关注,看多,35.0,1.7126865671641474,-0.737230906312214,True,1.9466824104729725,1,12
NVDA,weak,2025-01-10,loss,0,-1.067,1,观望,看多,29.0,1.4075021312873013,-0.8340264395357178,True,4.278160623306127,4,1
NVDA,weak,2025-01-27,loss,0,-1.069,1,较佳入场,看多,33.0,1.6343355965082553,0.2594609310299756,False,4.141406943273673,0,1
NVDA,weak,2025-02-11,win,1,0.946,3,较佳入场,看多,29.0,1.0148270181219068,-1.01662421883707,True,4.590336730574466,1,2
NVDA,weak,2025-04-14,loss,0,-1.08,2,可关注,中性,11.0,1.773170731707322,-1.442099224908422,True,3.60208545728635,0,4
NVDA,weak,2025-04-25,win,1,1.291,4,较佳入场,看多,21.0,1.3654485049833869,-1.2719594876865803,True,4.236206280989221,4,4
NVDA,weak,2025-06-16,win,1,1.546,6,较佳入场,看多,33.0,1.6631716906946272,1.1590685163225478,False,2.667844741510478,0,6
NVDA,weak,2025-07-02,win,1,1.019,1,较佳入场,强烈看多,59.0,1.098251457119068,-0.5236632185131707,True,3.934976177374775,2,7
NVDA,weak,2025-08-04,win,1,1.803,3,较佳入场,看多,41.0,1.9443725743855245,0.8760774362502888,False,2.211965142771036,0,8
NVDA,weak,2025-08-14,loss,0,-1.159,3,较佳入场,看多,33.0,2.222891566265091,1.5447991546129636,False,1.851539221711675,3,8
NVDA,weak,2025-08-29,loss,0,-1.121,1,较佳入场,强烈看多,45.0,1.0,-1.0465050993305414,True,2.4229732412650637,4,8
NVDA,weak,2025-09-24,loss,0,-1.109,1,较佳入场,看多,31.0,1.6430062630480107,0.23286223270595485,False,2.6708993877265246,2,9
NVDA,weak,2025-09-29,win,1,1.14,1,较佳入场,看多,31.0,1.2557172557172536,0.3919999886388581,False,2.6722409264632763,0,9
NVDA,weak,2025-10-07,loss,0,-1.143,3,较佳入场,强烈看多,51.0,2.6504599211563704,1.863707202904874,False,2.048067347922317,1,10
NVDA,weak,2025-10-14,loss,0,-1.102,1,较佳入场,强烈看多,47.0,1.6742857142857128,1.5897385845742296,False,2.848177603476921,1,10
NVDA,weak,2025-10-28,win,1,1.437,1,较佳入场,强烈看多,45.0,1.5876418663303864,1.932838895482325,False,2.0587927646107484,1,10
NVDA,weak,2025-10-31,loss,0,-1.064,3,可关注,强烈看多,61.0,1.0958535271944012,-0.6064255189342949,True,4.508232357852826,4,10
NVDA,weak,2025-11-11,loss,0,-1.092,2,较佳入场,看多,35.0,2.0024489795918345,2.2471883663905956,False,3.1459695958279243,1,11
NVDA,weak,2025-12-09,loss,0,-1.116,2,较佳入场,看多,29.0,1.3304721030042823,-0.7416507833445052,True,2.5171934609948408,1,12
NVDA,weak,2026-01-13,loss,0,-1.148,1,观望,看多,25.0,1.7469220246238,-0.5614362679154938,True,1.9802987194445596,1,1
NVDA,weak,2026-01-29,loss,0,-1.132,2,较佳入场,强烈看多,65.0,1.3180212014134258,1.4672036723230697,False,2.2237554181018724,3,1
NVDA,weak,2026-02-10,loss,0,-1.092,3,较佳入场,中性,17.0,1.404326123128115,0.9350131683089735,False,3.1476974037432695,1,2
NVDA,weak,2026-02-19,win,1,1.147,4,较佳入场,强烈看多,45.0,1.2471910112359563,-0.5192352560404734,True,3.0998273175350173,3,2
NVDA,weak,2026-04-07,win,1,1.708,1,可关注,看多,23.0,1.9064220183486054,-0.6029507374577636,True,1.5542189090914884,1,4
NVDA,weak,2026-05-01,loss,0,-1.103,1,较佳入场,看多,31.0,1.9708737864077586,0.1231297652046548,False,2.8209203391668254,4,5
NVDA,weak,2026-05-07,win,1,1.94,2,较佳入场,中性,11.0,2.067185978578372,1.9950975529735793,False,2.4703548699333737,3,5
NVDA,weak,2026-05-18,loss,0,-1.058,1,较佳入场,强烈看多,59.0,1.169340463458111,-0.6601182749668588,True,4.8921764851257805,0,5
NVDA,weak,2026-05-22,loss,0,-1.093,1,较佳入场,看多,19.0,1.599131693198255,0.58298861672752,False,3.1352625177314084,4,5
NVDA,weak,2026-06-02,loss,0,-1.097,1,较佳入场,看多,33.0,1.6681318681318738,1.7261271963225688,False,3.0110929214058233,1,6
NVDA,weak,2026-07-09,win,1,0.96,1,较佳入场,看多,21.0,1.0652173913043503,-0.6955748572350484,True,2.9280501470760374,3,7
NVDA,weak,2026-07-14,loss,0,-1.116,3,观望,看多,29.0,1.8323809523809533,-0.7069570240957002,True,2.5244353834486906,1,7
NVDA,weak,2026-08-19,loss,0,-1.131,1,较佳入场,看多,43.0,2.743434343434352,2.0050190651612843,False,2.23554778906565,2,8
NVDA,weak,2026-08-24,loss,0,-1.112,2,较佳入场,中性,3.0,1.2732919254658426,-0.7358675492534217,True,2.6174107031208047,0,8
GOOGL,strong,2024-12-31,win,1,1.933,4,较佳入场,看多,29.0,2.071925754060319,1.17828481200275,False,2.2688386189264156,1,12
GOOGL,strong,2025-01-10,loss,0,-1.131,1,较佳入场,看多,41.0,1.3337195828505124,-0.49115803217490983,True,2.2338271866747337,4,1
GOOGL,strong,2025-01-21,loss,0,-1.137,4,较佳入场,强烈看多,53.0,1.343529411764692,0.5087549606372699,False,2.147457944907737,1,1
GOOGL,strong,2025-02-04,loss,0,-1.154,1,较佳入场,强烈看多,61.0,2.33852140077822,1.4533275776614563,False,1.9064980903425626,1,2
GOOGL,strong,2025-03-25,loss,0,-1.193,1,可关注,中性,3.0,1.7029126213592274,-0.5816675478048539,True,1.53102968424304,1,3
GOOGL,strong,2025-04-15,loss,0,-1.103,1,可关注,看多,19.0,1.2812500000000049,-0.7995242164248517,True,2.828574431021328,1,4
GOOGL,strong,2025-04-24,win,1,1.142,1,可关注,中性,-1.0,1.2555685814771327,-0.7628528812134938,True,2.7442191060321064,3,4
GOOGL,strong,2025-05-13,win,1,1.687,1,较佳入场,中性,13.0,1.8104738154613356,-0.7008771170433858,True,2.5372475589061136,1,5
GOOGL,strong,2025-05-21,win,1,1.465,1,较佳入场,看多,33.0,1.5723270440251633,0.45602694800386256,False,2.927776533647856,2,5
GOOGL,strong,2025-05-27,loss,0,-1.115,5,较佳入场,看多,43.0,2.6306620209059166,2.137930247847142,False,2.541893394931108,1,5
GOOGL,strong,2025-06-05,win,1,1.272,2,较佳入场,中性,13.0,1.3926521239954013,0.2949216407702071,False,2.5686989652599745,3,6
GOOGL,strong,2025-06-13,loss,0,-1.151,4,较佳入场,强烈看多,53.0,2.8152011922504117,1.7714843891909249,False,1.9524086580289368,4,6
GOOGL,strong,2025-07-01,win,1,1.724,9,较佳入场,强烈看多,61.0,1.8505747126436831,0.7433449691345295,False,2.483904367693291,1,7
GOOGL,strong,2025-08-04,win,1,1.624,1,较佳入场,看多,39.0,1.7808764940239141,0.44813753349761676,False,1.9854788528022655,0,8
GOOGL,strong,2025-08-20,win,1,1.936,2,较佳入场,看多,19.0,2.114285714285716,1.1621212402147085,False,1.7497339530032487,2,8
GOOGL,strong,2025-09-29,loss,0,-1.162,1,较佳入场,看多,31.0,2.3140954495005537,1.2186063133837077,False,1.8223586038466153,0,9
GOOGL,strong,2025-10-02,win,1,0.878,2,较佳入场,看多,33.0,1.0255905511811072,-1.0953738312250771,True,2.077589703739126,3,10
GOOGL,strong,2025-10-17,loss,0,-1.139,2,较佳入场,看多,21.0,1.8339622641509545,0.7543180809960415,False,2.1190713824901954,4,10
GOOGL,strong,2025-10-23,win,1,1.258,1,较佳入场,看多,37.0,1.3954305799648508,0.6402963243133275,False,2.255039037716931,3,10
GOOGL,strong,2025-11-14,win,1,1.74,1,较佳入场,看多,27.0,1.861012116892378,0.6949018326942058,False,2.5913722550129377,4,11
GOOGL,strong,2025-11-19,win,1,1.816,1,较佳入场,看多,29.0,1.932475884244383,1.0450921409217884,False,2.714591440280494,2,11
GOOGL,strong,2025-12-09,loss,0,-1.132,4,较佳入场,看多,27.0,2.7744034707158503,2.0270783925531166,False,2.218027170847055,1,12
GOOGL,strong,2026-01-05,win,1,0.893,2,较佳入场,看多,39.0,1.0432098765432056,-0.14028939771474347,True,2.0438850752582316,0,1
GOOGL,strong,2026-01-21,win,1,1.327,1,较佳入场,看多,31.0,1.4717948717948766,-0.7060349094391127,True,2.130835124183716,2,1
GOOGL,strong,2026-01-26,win,1,1.44,3,较佳入场,看多,29.0,1.5847033595425475,0.2368415291368109,False,2.1380090481676226,0,1
GOOGL,strong,2026-02-02,loss,0,-1.161,2,较佳入场,强烈看多,61.0,2.132412672623902,1.5331167848241067,False,1.8342078322396027,0,2
GOOGL,strong,2026-04-07,win,1,1.165,1,可关注,看多,21.0,1.309597523219824,-0.548240232883912,True,2.136561716990537,1,4
GOOGL,strong,2026-05-20,loss,0,-1.125,6,较佳入场,看多,33.0,1.9928374655647574,1.0359119066773115,False,2.343630762254195,2,5
GOOGL,strong,2026-07-06,loss,0,-1.149,3,较佳入场,看多,31.0,1.6876750700279946,-0.6357250427552974,True,1.9761000968768914,0,7
GOOGL,strong,2026-07-15,win,1,1.463,1,可关注,看多,31.0,1.6207386363636351,-0.5703538905315941,True,1.9679092777542344,2,7
GOOGL,strong,2026-08-06,loss,0,-1.05,8,观望,看多,29.0,1.2086190009794346,-0.7624598410144068,True,5.663754095076244,3,8
AMZN,weak,2024-12-19,loss,0,-1.134,1,较佳入场,看多,31.0,2.300202839756603,0.5013236133720511,False,2.1919878705824485,3,12
AMZN,weak,2024-12-24,loss,0,-1.136,2,较佳入场,看多,33.0,1.9488752556237277,0.8604452624333403,False,2.1547545374961112,1,12
AMZN,weak,2025-01-21,win,1,1.045,1,较佳入场,看多,25.0,1.1965442764578755,0.2573670755263713,False,2.022717397753122,1,1
AMZN,weak,2025-02-06,loss,0,-1.152,1,较佳入场,看多,39.0,2.3802816901408432,1.369215455809658,False,1.9389942046603679,3,2
AMZN,weak,2025-02-11,loss,0,-1.132,4,较佳入场,看多,25.0,1.2011605415860658,-0.7788230882034175,True,2.2292169889695574,1,2
AMZN,weak,2025-03-25,loss,0,-1.114,3,可关注,看多,19.0,1.1170825335892545,-0.6306553376504875,True,2.5589390195553716,1,3
AMZN,weak,2025-05-22,win,1,1.453,9,较佳入场,看多,39.0,1.558922558922558,1.0958053268259382,False,2.949647361194879,3,5
AMZN,weak,2025-06-12,loss,0,-1.144,6,较佳入场,看多,39.0,2.439165701042876,1.514140057252722,False,2.037491748452037,3,6
AMZN,weak,2025-06-25,win,1,1.355,2,较佳入场,看多,43.0,1.5016574585635376,-0.11735786665058034,True,2.1083776455820207,2,6
AMZN,weak,2025-07-03,timeout,0,1.131,10,较佳入场,强烈看多,53.0,2.338582677165352,1.4063716369001389,False,1.7176088153451337,3,7
AMZN,weak,2025-07-31,loss,0,-1.218,1,较佳入场,看多,23.0,2.236306729264484,0.9206902720006349,False,1.3551342164407743,3,7
AMZN,weak,2025-08-15,loss,0,-1.16,2,较佳入场,看多,25.0,1.8878504672897154,1.2848040901289437,False,1.8402270041725164,4,8
AMZN,weak,2025-08-25,loss,0,-1.143,5,较佳入场,看多,35.0,1.3782051282051382,0.5492316612727421,False,2.058500054699409,0,8
AMZN,weak,2025-09-08,loss,0,-1.156,2,较佳入场,强烈看多,53.0,1.7846674182638078,0.986699917871281,False,1.887715992982543,0,9
AMZN,weak,2025-09-12,win,1,0.873,2,较佳入场,看多,31.0,1.0313549832026845,-1.0073628015660585,True,1.9383546263044176,4,9
AMZN,weak,2025-09-18,loss,0,-1.153,2,较佳入场,看多,25.0,1.20289855072463,-0.37421174365026566,True,1.929032258064522,3,9
AMZN,weak,2025-10-24,win,1,0.993,1,可关注,看多,27.0,1.1612903225806466,-0.46819594926815755,True,1.8155606513661284,4,10
AMZN,weak,2025-11-07,loss,0,-1.063,6,较佳入场,强烈看多,51.0,1.0208900999091803,-0.6012051506552596,True,4.5327296322173005,4,11
AMZN,weak,2026-01-02,loss,0,-1.183,1,较佳入场,中性,13.0,1.0214765100671175,-0.008660836848572995,True,1.6101841700383417,4,1
AMZN,weak,2026-01-15,loss,0,-1.146,2,较佳入场,看多,31.0,1.9316770186335321,-0.021126363969414808,True,2.0183026406230327,3,1
AMZN,weak,2026-01-26,win,1,0.897,2,较佳入场,中性,9.0,1.0468431771894013,-0.12945101177208596,True,2.046003870078649,0,1
AMZN,weak,2026-01-30,loss,0,-1.141,3,较佳入场,强烈看多,61.0,1.6138415245737143,0.12425785011764834,False,2.0780357716800775,4,1
AMZN,weak,2026-03-17,loss,0,-1.131,2,可关注,看多,35.0,1.4794952681388167,-0.5541961801784345,True,2.2342824153539307,1,3
AMZN,weak,2026-04-02,win,1,1.12,1,较佳入场,中性,17.0,1.2914979757084968,-0.5572574619982285,True,1.793841444967631,3,4
AMZN,weak,2026-05-12,loss,0,-1.154,3,较佳入场,看多,27.0,2.499509322865544,1.7052292174739136,False,1.9103146350848939,1,5
AMZN,weak,2026-07-02,win,1,1.824,8,较佳入场,看多,29.0,1.9669499527856393,-0.6902798306178903,True,2.1915483575281924,3,7
AMZN,weak,2026-08-14,loss,0,-1.113,2,较佳入场,看多,39.0,2.489423778264034,1.9652353214416163,False,2.5879643135135053,4,8
AMZN,weak,2026-08-20,loss,0,-1.109,5,较佳入场,强烈看多,51.0,1.561924982307152,1.2106892324261764,False,2.6846784852120895,3,8
META,weak,2024-12-26,loss,0,-1.124,1,较佳入场,中性,3.0,1.1580056179775453,-0.9270988462605545,True,2.36347797030115,3,12
META,weak,2025-01-08,loss,0,-1.122,1,较佳入场,看多,37.0,1.4708688245315231,0.1499993669117572,False,2.4042276927555486,2,1
META,weak,2025-01-16,win,1,1.257,4,较佳入场,看多,31.0,1.3716975402368752,0.41611616523449246,False,2.705867704811174,3,1
META,weak,2025-02-20,loss,0,-1.122,2,较佳入场,看多,27.0,1.7910897049969883,0.10415603435720566,False,2.393887278470604,3,2
META,weak,2025-03-26,loss,0,-1.106,1,较佳入场,看多,29.0,1.236565420560745,-0.7487696515159348,True,2.7507761308435077,2,3
META,weak,2025-05-27,win,1,1.741,4,较佳入场,强烈看多,47.0,1.851370052587886,1.0289960406067555,False,2.854559222185832,1,5
META,weak,2025-06-16,loss,0,-1.171,3,较佳入场,看多,19.0,2.624635871826883,1.6509433686871189,False,1.7237040052285384,0,6
META,weak,2025-07-02,loss,0,-1.17,9,较佳入场,看多,43.0,2.681781376518214,1.4692863774611098,False,1.7321344490428632,2,7
META,weak,2025-08-04,timeout,0,0.242,10,较佳入场,强烈看多,61.0,1.3024021059559048,-0.5388598490864593,True,4.011789974499207,0,8
