symbol,tier,entry_date,result,win,r_mult,hold_days,opportunity,bias,bias_score,rr,chase_pct,in_zone,risk_pct,dow,month
ONDS,weak,2026-07-22,loss,0,-1.044,5,较佳入场,看多,29.0,1.1818181818181797,-1.6688081205120775,True,6.34615369097016,2,7
PLTR,strong,2024-12-19,win,1,1.414,1,较佳入场,看多,37.0,1.4759427828348501,-0.4177661380998954,True,5.196648345739133,3,12
PLTR,strong,2024-12-31,loss,0,-1.056,1,较佳入场,看多,31.0,1.5466155810983353,0.11674705561781629,False,5.046403593191024,1,12
PLTR,strong,2025-01-06,loss,0,-1.057,1,较佳入场,强烈看多,51.0,1.5222929936305765,2.056718688871273,False,4.987927154942727,0,1
PLTR,strong,2025-01-23,win,1,1.231,1,较佳入场,看多,25.0,1.2984658298465803,0.8792686963018825,False,4.714623825402864,3,1
PLTR,strong,2025-01-28,win,1,1.407,2,较佳入场,看多,27.0,1.4734693877551106,-0.39608866991516223,True,4.864972141196495,1,1
PLTR,strong,2025-02-21,loss,0,-1.046,1,较佳入场,看多,31.0,1.9848942598187298,2.7557499932956864,False,6.147845450629894,4,2
PLTR,strong,2025-03-21,win,1,0.997,1,较佳入场,强烈看多,51.0,1.0493827160493836,-1.543488745326238,True,6.132789858566042,4,3
PLTR,strong,2025-04-11,win,1,1.17,1,较佳入场,看多,41.0,1.217755443886102,-1.7958138367247134,True,6.785632839521251,4,4
PLTR,strong,2025-05-07,win,1,1.814,3,较佳入场,看多,31.0,1.8667152221412995,2.2735819338139507,False,6.358247589501406,2,5
PLTR,strong,2025-05-21,win,1,1.644,8,较佳入场,强烈看多,47.0,1.7125850340136104,2.7993749184665795,False,4.697986439720832,2,5
PLTR,strong,2025-06-05,loss,0,-1.065,1,较佳入场,强烈看多,49.0,1.7136640557006078,1.578244008778773,False,4.444186439331535,3,6
PLTR,strong,2025-06-10,win,1,1.22,1,较佳入场,强烈看多,55.0,1.2857142857142887,1.6236995448970948,False,4.835139515662148,1,6
PLTR,strong,2025-06-23,loss,0,-1.071,4,较佳入场,强烈看多,51.0,1.678571428571427,2.348120053490721,False,4.0316776429619035,0,6
PLTR,strong,2025-07-10,win,1,1.428,5,较佳入场,看多,33.0,1.509316770186337,1.5898962898804214,False,3.9320355146165316,3,7
PLTR,strong,2025-07-23,win,1,2.446,6,较佳入场,看多,43.0,2.559202813599075,2.3480997763259515,False,2.84827023075987,2,7
PLTR,strong,2025-08-04,win,1,1.601,1,较佳入场,看多,27.0,1.703703703703699,0.46236277185525143,False,3.0656658281856384,0,8
PLTR,strong,2025-08-19,loss,0,-1.085,1,较佳入场,看多,19.0,1.968294772922022,1.2862290648916863,False,3.4051120326895736,1,8
PLTR,strong,2025-09-11,win,1,1.184,5,较佳入场,中性,9.0,1.2640364188163853,0.6094282828480457,False,3.940444740220587,3,9
PLTR,strong,2025-10-07,loss,0,-1.077,3,较佳入场,看多,35.0,1.0916481892091612,-0.07235957959652595,True,3.7518718271856515,1,10
PLTR,strong,2025-10-28,win,1,1.826,3,较佳入场,强烈看多,75.0,1.9231999999999883,2.3867471319917843,False,3.2985012354481764,1,10
PLTR,strong,2025-11-05,loss,0,-1.07,1,较佳入场,看多,27.0,1.6670976082740772,0.4582111408669487,False,4.0925925925926,2,11
PLTR,strong,2025-11-11,loss,0,-1.062,1,较佳入场,中性,3.0,1.391402714932132,1.297546492100432,False,4.64444252931845,1,11
PLTR,strong,2025-12-29,loss,0,-1.08,2,较佳入场,强烈看多,51.0,1.6909361069836615,0.9738384685468393,False,3.6018195237689974,0,12
PLTR,strong,2026-03-23,win,1,1.201,1,观望,看多,29.0,1.2781774580335747,-0.848856566571532,True,4.081832273413111,0,3
PLTR,strong,2026-04-20,loss,0,-1.073,4,较佳入场,看多,29.0,1.5152838427947508,-1.0008795633675294,True,3.9482758620689813,0,4
PLTR,strong,2026-04-28,loss,0,-1.098,1,观望,看多,21.0,1.8907363420427665,-0.9688539076016411,True,2.958538235918874,1,4
PLTR,strong,2026-05-04,loss,0,-1.074,1,较佳入场,看多,21.0,1.0190311418685096,-0.9010817690062178,True,3.9120135363790194,0,5
PLTR,strong,2026-06-03,loss,0,-1.04,2,观望,看多,41.0,1.3032042085126754,-0.9051848339767465,True,6.983968078245676,2,6
PLTR,strong,2026-09-02,loss,0,-1.077,3,较佳入场,看多,39.0,1.7951987996999277,0.7221621054387839,False,3.765749360495622,2,9
HOOD,strong,2024-12-26,win,1,0.955,6,较佳入场,中性,3.0,1.0084745762711878,-1.444218548170595,True,5.99898319991428,3,12
HOOD,strong,2025-01-08,win,1,1.527,3,较佳入场,看多,33.0,1.586363636363632,-0.09851878499750333,True,5.4651594624911235,2,1
HOOD,strong,2025-02-12,win,1,2.181,1,较佳入场,强烈看多,51.0,2.2602739726027434,2.6558894391606858,False,4.118864162908883,2,2
HOOD,strong,2025-02-19,loss,0,-1.032,1,较佳入场,强烈看多,59.0,1.1942857142857135,-1.1449155598479144,True,8.59387786362217,2,2
HOOD,strong,2025-03-24,loss,0,-1.049,3,可关注,中性,11.0,1.3302411873840447,-1.7714778335882087,True,5.808189464168239,0,3
HOOD,strong,2025-04-10,win,1,1.256,2,观望,看多,21.0,1.2973395931142397,-2.1330881417281344,True,7.928039852322938,3,4
HOOD,strong,2025-04-23,win,1,1.647,2,可关注,中性,11.0,1.702205882352943,-1.7965465408588677,True,6.004415112163467,2,4
HOOD,strong,2025-07-25,win,1,1.487,4,较佳入场,看多,31.0,1.5610034207525685,1.9809908005760768,False,4.318282612703833,4,7
HOOD,strong,2025-08-05,win,1,1.195,2,较佳入场,强烈看多,51.0,1.2610402355250243,1.4013372226711507,False,4.8079644628753675,1,8
HOOD,strong,2025-08-14,win,1,1.353,3,较佳入场,看多,23.0,1.4198250728862931,-0.6312297625267305,True,4.769188108073483,3,8
HOOD,strong,2025-08-25,loss,0,-1.055,2,较佳入场,看多,35.0,1.1717352415026876,-1.9287703464392014,True,5.1525487234494465,0,8
HOOD,strong,2025-09-15,win,1,2.112,6,较佳入场,强烈看多,51.0,2.1838649155722334,2.824706158305945,False,4.620919800244732,0,9
HOOD,strong,2025-09-29,win,1,2.112,1,较佳入场,强烈看多,49.0,2.2086851628467983,2.8373575234731163,False,3.3486831805441026,0,9
HOOD,strong,2025-10-13,loss,0,-1.066,1,较佳入场,看多,39.0,1.986410871302961,1.6830138400901529,False,4.325128067478834,0,10
HOOD,strong,2025-10-28,loss,0,-1.061,2,较佳入场,看多,25.0,1.4533527696793032,1.6304352078815088,False,4.698630136986291,1,10
HOOD,strong,2025-11-03,loss,0,-1.063,1,较佳入场,强烈看多,67.0,1.6088888888888908,2.342768637077741,False,4.536595405995692,0,11
HOOD,strong,2025-11-06,loss,0,-1.057,1,较佳入场,看多,25.0,1.4975053456878182,-0.27995819741106764,True,5.010714285714276,3,11
HOOD,strong,2025-12-01,win,1,1.123,2,较佳入场,看多,27.0,1.1829176114890436,-1.3360934552990256,True,5.358444846923251,0,12
HOOD,strong,2026-01-06,loss,0,-1.081,1,较佳入场,看多,29.0,1.2390078917700116,-0.9802363299296624,True,3.57200376062284,1,1
HOOD,strong,2026-04-09,loss,0,-1.096,1,可关注,中性,11.0,2.218390804597705,-1.1831038230090907,True,3.038133972984755,3,4
HOOD,strong,2026-04-14,win,1,1.245,1,可关注,中性,11.0,1.3303411131059255,-1.1311930349767962,True,3.7069081616042463,1,4
HOOD,strong,2026-04-29,win,1,1.773,8,较佳入场,看多,31.0,1.8324999999999996,1.3585274729211116,False,5.532503224289628,2,4
HOOD,strong,2026-06-04,win,1,1.621,4,较佳入场,看多,43.0,1.6795698924731137,0.6927545869240381,False,5.585250319384406,3,6
HOOD,strong,2026-06-25,win,1,1.343,4,较佳入场,强烈看多,51.0,1.3960066555740422,1.7909535414811995,False,6.083611645209917,3,6
HOOD,strong,2026-07-14,loss,0,-1.052,3,较佳入场,看多,39.0,1.7648026315789485,1.1788548630977669,False,5.47599753836411,1,7
HOOD,strong,2026-08-17,loss,0,-1.083,1,可关注,看多,27.0,1.9200603318250375,-1.0868465390810989,True,3.4905759264930274,0,8
HOOD,strong,2026-08-20,win,1,1.199,1,可关注,看多,31.0,1.264887063655029,-1.0947055219803659,True,4.82895396498165,3,8
AVGO,weak,2025-01-08,loss,0,-1.07,2,较佳入场,看多,37.0,1.8975188781014065,0.5615982021680122,False,4.087167303280674,2,1
AVGO,weak,2025-01-21,loss,0,-1.082,4,较佳入场,看多,21.0,1.1729857819905223,0.8126921862066538,False,3.539394805638861,1,1
AVGO,weak,2025-02-06,loss,0,-1.066,1,较佳入场,中性,17.0,1.1480019733596478,0.16549014086071345,False,4.377080984072506,3,2
AVGO,weak,2025-02-11,loss,0,-1.067,7,较佳入场,强烈看多,85.0,1.104728012201319,1.3583373090463535,False,4.284424355422697,1,2
AVGO,weak,2025-04-15,loss,0,-1.053,1,可关注,中性,9.0,1.3294736842105328,-1.3917238781251617,True,5.33696792998409,1,4
AVGO,weak,2025-06-09,win,1,2.846,10,较佳入场,看多,43.0,2.9810181190681746,2.4027543993973,False,2.3877576296515306,0,6
AVGO,weak,2025-07-02,win,1,2.028,5,较佳入场,看多,43.0,2.1424638678596,1.6021691942194716,False,2.772162409989724,2,7
AVGO,weak,2025-07-23,win,1,1.382,1,较佳入场,看多,27.0,1.505399568034536,-0.12510631063004096,True,2.527598373966228,2,7
AVGO,weak,2025-08-04,win,1,1.441,3,较佳入场,看多,19.0,1.5596330275229338,0.010654896425954519,False,2.6303575227649363,0,8
AVGO,weak,2025-08-18,loss,0,-1.109,1,较佳入场,看多,31.0,1.9907005579665233,1.4246681074958856,False,2.683875948579275,0,8
AVGO,weak,2025-08-29,loss,0,-1.11,1,较佳入场,看多,25.0,1.2427244582043393,1.197228437056208,False,2.6494791066916723,4,8
AVGO,weak,2025-09-05,loss,0,-1.125,1,较佳入场,强烈看多,65.0,1.0084337349397583,-0.061335052729105666,True,2.349995692572356,4,9
AVGO,weak,2025-09-10,win,1,0.976,1,可关注,强烈看多,69.0,1.0338541666666685,-0.7597954484613423,True,5.502014246398298,2,9
AVGO,weak,2025-09-23,loss,0,-1.086,2,较佳入场,看多,19.0,1.7684859154929535,0.7240932257487342,False,3.357530700025059,1,9
AVGO,weak,2025-10-16,loss,0,-1.08,1,较佳入场,强烈看多,67.0,1.4658823529411653,1.4495730863934853,False,3.5934564909015783,3,10
AVGO,weak,2025-10-27,win,1,1.26,2,较佳入场,强烈看多,47.0,1.3572965992251376,1.6031431450158617,False,3.230649654455657,0,10
AVGO,weak,2025-11-04,loss,0,-1.089,3,较佳入场,强烈看多,51.0,1.7841788478073954,0.7431584138444025,False,3.2620709208000935,1,11
AVGO,weak,2025-12-04,win,1,2.043,2,较佳入场,强烈看多,47.0,2.1427396133278447,2.7497345312033294,False,3.2108643742288936,3,12
AVGO,weak,2026-02-11,loss,0,-1.06,1,可关注,中性,15.0,1.0091547146780613,-0.9113022581185515,True,4.742029476870878,2,2
AVGO,weak,2026-02-19,loss,0,-1.08,3,可关注,看多,29.0,1.508305647840538,-0.8989115099817369,True,3.6288256692508924,3,2
AVGO,weak,2026-02-26,loss,0,-1.103,1,可关注,看多,31.0,1.374592833876221,-0.8414607520730311,True,2.8312182809520836,3,2
AVGO,weak,2026-04-29,win,1,0.985,4,较佳入场,强烈看多,47.0,1.048940464177597,-0.6574305314692941,True,4.919794011310152,2,4
AVGO,weak,2026-05-08,loss,0,-1.096,3,较佳入场,看多,37.0,1.4182749113824344,-0.42351664297067826,True,3.028845259571113,4,5
AVGO,weak,2026-05-18,loss,0,-1.085,1,较佳入场,看多,29.0,1.4641733659559584,-0.30573306998115113,True,3.3999288193529194,0,5
AVGO,weak,2026-07-15,loss,0,-1.078,1,观望,看多,37.0,1.5088075880758747,-0.873800032719596,True,3.7264258467686227,2,7
AVGO,weak,2026-07-31,loss,0,-1.09,1,较佳入场,看多,25.0,1.1535433070866083,-0.8335473439297858,True,3.2165743312091535,4,7
INTC,mid,2025-01-27,loss,0,-1.065,1,观望,看多,33.0,1.2608695652173891,-0.7622681100235562,True,4.420951579098657,0,1
INTC,mid,2025-02-20,loss,0,-1.035,3,可关注,强烈看多,69.0,1.1094527363184072,-1.0388637423836333,True,7.86384992956765,3,2
INTC,mid,2025-02-28,win,1,1.189,1,较佳入场,看多,31.0,1.2500000000000007,0.741710962425346,False,5.212858280353727,4,2
INTC,mid,2025-03-14,win,1,1.331,1,较佳入场,看多,33.0,1.386861313868611,-0.21052310341282965,True,5.785472898412749,4,3
INTC,mid,2025-03-20,loss,0,-1.049,7,较佳入场,看多,43.0,2.4358974358974317,1.8151154041089024,False,5.7425324935329165,3,3
INTC,mid,2025-04-29,win,1,1.615,9,可关注,看多,41.0,1.689655172413801,-1.3942296688373323,True,4.283604248532311,1,4
INTC,mid,2025-07-03,win,1,1.58,2,较佳入场,看多,23.0,1.666666666666671,0.4130296501450248,False,3.6568849388257685,3,7
INTC,mid,2025-07-16,loss,0,-1.087,7,较佳入场,强烈看多,47.0,1.3790849673202712,0.5704259600436412,False,3.327533743436787,2,7
INTC,mid,2025-08-19,loss,0,-1.044,1,可关注,看多,43.0,1.3115264797507786,-0.8797660351398839,True,6.435444930356923,1,8
INTC,mid,2025-09-03,timeout,0,0.866,10,较佳入场,强烈看多,49.0,1.919786096256678,2.4978792738046263,False,3.881278514228482,2,9
INTC,mid,2025-10-15,win,1,2.039,7,较佳入场,看多,19.0,2.1117824773413867,2.0040110739056205,False,4.546703106106642,2,10
INTC,mid,2025-11-03,loss,0,-1.074,1,较佳入场,强烈看多,49.0,2.269841269841263,2.564764499786598,False,3.9130434782608767,0,11
INTC,mid,2025-12-05,loss,0,-1.037,5,较佳入场,强烈看多,51.0,1.3403565640194501,-1.0021999511121926,True,7.495140941294165,4,12
INTC,mid,2026-01-05,loss,0,-1.081,1,较佳入场,看多,37.0,1.4864864864864795,1.4164333456482936,False,3.5585477147633835,0,1
INTC,mid,2026-01-09,win,1,1.331,2,较佳入场,强烈看多,51.0,1.3775510204081658,-0.9397575654179202,True,7.028448174289428,4,1
INTC,mid,2026-01-26,win,1,1.529,2,较佳入场,看多,23.0,1.5816876122082544,0.17781661441256258,False,6.289521401934028,0,1
INTC,mid,2026-02-02,win,1,1.187,1,较佳入场,看多,41.0,1.2392857142857152,-1.8584979499406074,True,6.136313684981582,0,2
INTC,mid,2026-02-05,win,1,1.182,1,较佳入场,看多,37.0,1.2359154929577443,-0.3485780723373133,True,5.967640241424894,3,2
INTC,mid,2026-02-10,loss,0,-1.049,1,较佳入场,强烈看多,51.0,1.0789022298456301,0.8835375069614404,False,5.782582838372373,1,2
INTC,mid,2026-03-12,loss,0,-1.057,3,较佳入场,强烈看多,85.0,1.2142857142857169,2.0851054090134546,False,5.021096884776661,3,3
INTC,mid,2026-05-18,win,1,1.008,5,较佳入场,看多,39.0,1.0405347132384648,-1.4050066687215201,True,10.218559861868087,0,5
INTC,mid,2026-05-29,loss,0,-1.049,1,较佳入场,看多,41.0,1.4902234636871567,2.336408524209288,False,5.781186990887279,4,5
INTC,mid,2026-06-12,win,1,0.955,1,较佳入场,中性,17.0,1.0,-0.7804554763550575,True,7.106966556065783,4,6
INTC,mid,2026-06-18,loss,0,-1.043,6,较佳入场,强烈看多,63.0,1.642148277875079,0.623181116843452,False,6.497989650741452,3,6
INTC,mid,2026-07-02,loss,0,-1.038,2,较佳入场,中性,11.0,1.01169590643275,-0.7423641141936388,True,7.295221946617674,3,7
INTC,mid,2026-08-05,loss,0,-1.042,10,较佳入场,看多,21.0,1.279521674140509,-1.6767395102831317,True,6.737159913794757,2,8
MRVL,strong,2024-12-19,win,1,1.178,3,较佳入场,看多,31.0,1.239713774597499,-1.6443804808481954,True,5.213251476805888,3,12
MRVL,strong,2024-12-30,win,1,1.146,3,较佳入场,强烈看多,51.0,1.2181069958847741,0.46165521878887006,False,4.409642888450717,0,12
MRVL,strong,2025-01-07,loss,0,-1.091,1,较佳入场,强烈看多,63.0,2.5182291666666647,2.834244569142652,False,3.204306273284689,1,1
MRVL,strong,2025-01-13,win,1,0.949,1,较佳入场,看多,25.0,1.0269058295964169,-2.0271114161929282,True,3.9984315023393933,0,1
MRVL,strong,2025-01-17,win,1,1.378,2,较佳入场,看多,35.0,1.4665885111371617,0.9317472708100016,False,3.5710854177481037,4,1
MRVL,strong,2025-02-06,loss,0,-1.06,1,较佳入场,中性,9.0,1.1728844404003618,-1.7903637219848112,True,4.737658081792445,3,2
MRVL,strong,2025-05-21,win,1,1.451,3,观望,看多,21.0,1.5327695560253687,-1.083365643550105,True,3.8916798357711877,2,5
MRVL,strong,2025-05-30,win,1,1.45,3,较佳入场,看多,43.0,1.5159128978224514,-0.1845870046468745,True,4.924026899017604,4,5
MRVL,strong,2025-06-06,win,1,1.375,7,较佳入场,强烈看多,61.0,1.444444444444444,0.99221550804931,False,4.582692956264005,4,6
MRVL,strong,2025-06-24,win,1,2.251,2,较佳入场,强烈看多,59.0,2.3260188087774316,2.8592724474156395,False,4.419689210623501,1,6
MRVL,strong,2025-07-03,loss,0,-1.065,1,较佳入场,强烈看多,47.0,1.635114503816788,0.6683980377919285,False,4.389501428093306,3,7
MRVL,strong,2025-07-29,win,1,1.054,1,较佳入场,强烈看多,57.0,1.150101419878292,1.4309307439606789,False,3.2333134815759266,1,7
MRVL,strong,2025-08-01,timeout,0,-0.182,10,可关注,强烈看多,45.0,1.0518672199170094,-0.7927669504383728,True,6.2673791208964325,4,8
MRVL,strong,2025-08-29,loss,0,-1.072,1,较佳入场,看多,25.0,1.2407766990291222,0.43764307028806293,False,3.9988938888088432,4,8
MRVL,strong,2025-09-17,win,1,1.493,1,可关注,中性,11.0,1.6285714285714241,-0.8175517339904625,True,2.292122716053954,2,9
MRVL,strong,2025-10-15,loss,0,-1.072,4,较佳入场,强烈看多,47.0,1.9291784702549535,1.5494999724701142,False,4.009504495139991,2,10
MRVL,strong,2025-10-28,win,1,1.087,3,较佳入场,看多,25.0,1.1683599419448516,0.2149757776261474,False,3.8782095547391773,1,10
MRVL,strong,2025-11-04,win,1,1.653,1,较佳入场,看多,43.0,1.7313019390581612,0.7228339938583073,False,4.119527757109438,1,11
MRVL,strong,2025-11-10,loss,0,-1.064,1,较佳入场,看多,31.0,1.6570743405275854,0.47230376454252543,False,4.482257636586137,0,11
MRVL,strong,2025-12-01,win,1,1.015,2,较佳入场,看多,41.0,1.0782997762863589,0.08857180444310497,False,5.021942635839418,0,12
MRVL,strong,2025-12-09,loss,0,-1.053,3,较佳入场,看多,27.0,1.7983789260385048,1.31817425679146,False,5.396050267312234,1,12
MRVL,strong,2026-01-05,loss,0,-1.079,1,较佳入场,看多,21.0,1.0322108345534449,-0.29153491472749815,True,3.6766411464946414,0,1
MRVL,strong,2026-02-12,loss,0,-1.078,1,可关注,中性,15.0,1.183908045977002,-0.939364901117834,True,3.7075991734363845,3,2
MRVL,strong,2026-03-19,win,1,1.817,4,较佳入场,看多,33.0,1.8872366790582442,1.54786062362271,False,4.6806721723144165,3,3
MRVL,strong,2026-05-08,win,1,1.928,3,较佳入场,看多,19.0,1.9999999999999962,2.1262354943311523,False,4.549060485614343,4,5
MRVL,strong,2026-05-20,win,1,1.878,3,较佳入场,强烈看多,53.0,1.9393483709273194,2.219566115093885,False,5.438790233144026,2,5
MRVL,strong,2026-05-28,win,1,1.151,2,较佳入场,强烈看多,51.0,1.1863453815261056,-1.2374536552781867,True,9.398544590465518,3,5
MRVL,strong,2026-06-24,loss,0,-1.031,3,较佳入场,看多,19.0,1.0107441305212908,-0.8948128152865165,True,8.915126007560351,2,6
MRVL,strong,2026-07-01,loss,0,-1.032,1,较佳入场,看多,31.0,1.059595749114399,-0.4157933791505086,True,8.496803321787555,2,7
MRVL,strong,2026-08-11,win,1,1.179,4,观望,看多,25.0,1.215819800942904,-1.8171558428614287,True,9.004716981132063,1,8
APP,weak,2025-01-07,loss,0,-1.051,1,较佳入场,强烈看多,57.0,1.1033672670321075,1.4578488625278663,False,5.541252142401469,1,1
APP,weak,2025-02-04,win,1,1.923,7,较佳入场,强烈看多,51.0,1.9890637503334232,2.4473668922671887,False,5.015116395370722,1,2
APP,weak,2025-02-24,loss,0,-1.037,1,较佳入场,看多,31.0,1.4735812133072426,-0.6031166841553359,True,7.4442774463337775,0,2
APP,weak,2025-03-24,loss,0,-1.039,3,可关注,中性,11.0,1.1650053022269349,-1.9054762817302673,True,7.185528441324605,0,3
APP,weak,2025-06-10,loss,0,-1.056,2,较佳入场,看多,19.0,1.209030948756973,-1.9076340961705074,True,5.0538461538461625,1,6
APP,weak,2025-08-06,win,1,1.777,1,较佳入场,看多,41.0,1.849956127522674,1.3516030667975132,False,4.438069496001627,2,8
APP,weak,2025-08-20,win,1,1.287,2,较佳入场,看多,31.0,1.3510691198408789,-0.9886719851421533,True,4.96518703903306,2,8
APP,weak,2025-10-03,loss,0,-1.045,1,可关注,看多,41.0,1.0775674125071741,-0.8426985788037578,True,6.3058954543109795,4,10
APP,weak,2025-10-28,loss,0,-1.063,5,较佳入场,中性,9.0,1.4611708482676171,1.6196532489432647,False,4.548983748852741,1,10
APP,weak,2025-11-06,loss,0,-1.068,1,较佳入场,看多,35.0,1.0523636363636342,-0.26024184641503245,True,4.221222962943254,3,11
APP,weak,2025-12-18,win,1,1.655,1,较佳入场,看多,31.0,1.7273327828241225,0.7976323965475762,False,4.485185185185165,3,12
APP,weak,2025-12-29,loss,0,-1.073,2,较佳入场,强烈看多,53.0,1.595957789304233,1.6046632717476195,False,3.9651074829908475,0,12
APP,weak,2026-03-03,win,1,0.965,1,可关注,看多,37.0,1.0072750276767346,-1.6088690209680179,True,7.636288798403101,1,3
APP,weak,2026-03-18,loss,0,-1.048,1,观望,看多,25.0,1.2744290527892144,-1.309171430867484,True,5.88831834892235,2,3
APP,weak,2026-03-24,loss,0,-1.074,1,可关注,看多,27.0,1.5016930022573316,-1.2713478881746676,True,3.8893765940762335,1,3
APP,weak,2026-04-29,win,1,1.373,3,较佳入场,看多,21.0,1.4333194848358957,0.4204402950457098,False,5.3641468921643085,2,4
APP,weak,2026-05-07,win,1,1.207,1,较佳入场,强烈看多,51.0,1.2725005667649054,0.7608129494005134,False,4.848584776037375,3,5
APP,weak,2026-05-13,loss,0,-1.054,1,较佳入场,强烈看多,65.0,1.4063714063714108,1.5732063262344997,False,5.28119149477583,2,5
APP,weak,2026-05-19,loss,0,-1.053,1,较佳入场,强烈看多,49.0,1.4231411088448,1.4317213363023384,False,5.3764404714653535,1,5
APP,weak,2026-05-22,win,1,1.021,1,较佳入场,看多,29.0,1.079283400038112,-0.17052624744463563,True,5.4092783505154785,4,5
APP,weak,2026-06-08,loss,0,-1.05,1,较佳入场,看多,39.0,1.6785204000635021,2.7324038878703494,False,5.638303314740189,0,6
APP,weak,2026-07-06,loss,0,-1.045,5,较佳入场,强烈看多,55.0,2.1502347417840397,0.9770858990332032,False,6.205691272227122,0,7
MSTR,mid,2025-01-07,loss,0,-1.031,1,较佳入场,中性,17.0,1.2127131782945724,0.8727804842581621,False,8.800174609811442,1,1
MSTR,mid,2025-01-16,win,1,1.144,1,较佳入场,看多,21.0,1.1841216216216253,0.6053829312840042,False,8.270697361891093,3,1
MSTR,mid,2025-01-27,loss,0,-1.034,5,较佳入场,中性,13.0,1.0357207946054316,-2.2254745582952706,True,8.057268722466961,0,1
MSTR,mid,2025-03-07,loss,0,-1.045,1,较佳入场,中性,17.0,1.8213608023854724,-1.8746820626089011,True,6.186483440413543,4,3
MSTR,mid,2025-05-16,loss,0,-1.058,5,较佳入场,看多,39.0,1.913478818998722,1.7869042658301026,False,4.8809523809523725,4,5
MSTR,mid,2025-06-26,win,1,0.917,2,较佳入场,看多,25.0,1.0043415340086832,0.9453843668634665,False,3.577067369399024,3,6
MSTR,mid,2025-07-08,win,1,1.638,3,较佳入场,看多,43.0,1.721311475409836,0.7332196409619351,False,3.8154569558530853,1,7
MSTR,mid,2025-07-21,loss,0,-1.081,1,较佳入场,看多,31.0,2.3171521035598728,1.7771688480155756,False,3.592187812311147,0,7
MSTR,mid,2026-01-13,win,1,1.023,1,可关注,看多,21.0,1.071823204419887,-1.3199539370200353,True,6.603831074206716,1,1
MSTR,mid,2026-02-26,win,1,1.078,4,可关注,中性,11.0,1.1275862068965534,-1.5816629931913462,True,6.50710560851241,3,2
MSTR,mid,2026-03-19,loss,0,-1.043,6,观望,看多,33.0,1.3830028328611854,-1.319855687592142,True,6.536068523736514,3,3
MSTR,mid,2026-04-14,win,1,1.604,2,较佳入场,看多,29.0,1.7106227106227287,-1.1648740962129867,True,2.968897424380854,1,4
MSTR,mid,2026-05-14,loss,0,-1.054,2,较佳入场,看多,19.0,1.363925729442968,-1.0119550851838355,True,5.299409432977075,3,5
MSTR,mid,2026-07-21,loss,0,-1.044,2,可关注,看多,33.0,1.0673813169984683,-1.559827216640619,True,6.445563278415148,1,7
MSTR,mid,2026-07-28,win,1,1.191,8,可关注,强烈看多,47.0,1.2383498854087072,-1.438703640844341,True,6.855556631731442,1,7
MSTR,mid,2026-08-31,win,1,0.971,3,可关注,强烈看多,59.0,1.0058479532163749,-1.24117790815782,True,9.310102915227265,0,8
COIN,weak,2025-02-04,loss,0,-1.062,2,观望,看多,33.0,1.7391304347826153,-1.291082614753969,True,4.632508833922246,1,2
COIN,weak,2025-05-12,win,1,1.189,1,观望,看多,21.0,1.2472978815391278,-1.1162339017617873,True,5.535081777001132,0,5
COIN,weak,2025-05-16,win,1,1.064,4,可关注,强烈看多,51.0,1.1006289308176092,-1.200435535586175,True,8.912556249832381,4,5
COIN,weak,2025-05-30,timeout,0,-0.337,10,较佳入场,看多,21.0,1.9886731391585726,2.2014113429811966,False,5.006683778696073,4,5
COIN,weak,2025-06-30,win,1,1.141,8,可关注,看多,39.0,1.1813809687392638,-1.0858938524582973,True,8.103443228496827,0,6
COIN,weak,2025-07-24,loss,0,-1.062,2,较佳入场,看多,27.0,2.0453074433656915,2.3384434962424594,False,4.586270871985162,3,7
COIN,weak,2025-09-25,win,1,1.18,2,观望,看多,27.0,1.2663162505475216,-0.893218032564802,True,3.6315338935617807,3,9
COIN,weak,2025-10-13,loss,0,-1.065,1,较佳入场,看多,23.0,1.693167701863357,0.6228888854636461,False,4.432819234274322,0,10
COIN,weak,2025-10-28,loss,0,-1.062,1,较佳入场,看多,33.0,1.0557202133965617,-0.41604874751164367,True,4.64444002140423,1,10
COIN,weak,2025-12-04,loss,0,-1.084,5,可关注,中性,11.0,1.6842382709541321,-1.2657277328290584,True,3.4667396887452537,3,12
COIN,weak,2026-01-06,loss,0,-1.07,1,较佳入场,看多,37.0,1.0780952380952402,-0.9788695739025299,True,4.114258737421784,1,1
COIN,weak,2026-03-23,loss,0,-1.049,1,观望,看多,33.0,1.2667836770513405,-1.205542494122358,True,5.737663469184691,0,3
COIN,weak,2026-04-15,win,1,1.008,1,较佳入场,看多,21.0,1.0694006309148292,-1.2106907043931026,True,5.122266407635998,2,4
COIN,weak,2026-04-28,loss,0,-1.051,1,较佳入场,看多,31.0,1.6030103480714983,2.731779929893574,False,5.5888539277383185,1,4
COIN,weak,2026-05-04,loss,0,-1.055,4,较佳入场,看多,25.0,1.1905227161700036,-1.9130167196635517,True,5.132641197551316,0,5
COIN,weak,2026-05-13,win,1,1.483,1,较佳入场,强烈看多,69.0,1.5401023890784995,0.9823944118511951,False,5.739471192534163,2,5
COIN,weak,2026-07-08,win,1,1.219,9,可关注,强烈看多,55.0,1.2700049091801668,-1.3514361949707787,True,6.393998637255684,2,7
COIN,weak,2026-07-24,loss,0,-1.069,5,观望,看多,25.0,1.3610486891385813,-1.237894556863972,True,4.143903603254806,4,7
