entry_date,entry_price,strategy,short_strike,long_strike,hist_vol,credit,max_profit,max_loss,breakeven,credit_width_ratio,days_held,pnl,r_multiple,is_win,exit_reason,commission_rt,slip_per_share,engine
2022-11-11,347.58,bull_put,337.0,332.0,0.295,1.27,127.17,372.83,335.73,0.254,8,70.29,0.189,True,50%_mtm_tp,2.6,0.03,bs_mtm_v3
